fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,dia_semana,mes,nombre_mes,dia_mes,nombre_dia_semana,es_fin_de_semana,es_festivo,es_Black_Friday,es_Cyber_Monday,es_laborable,dia_del_año,semana_del_año,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_mm7,descuento_pct,precio_competencia,ratio_precio,nombre_H_Adidas Own The Run Jacket,nombre_H_Adidas Ultraboost 23,nombre_H_Asics Gel Nimbus 25,nombre_H_Bowflex SelectTech 552,nombre_H_Columbia Silver Ridge,nombre_H_Decathlon Bandas Elásticas Set,nombre_H_Domyos BM900,nombre_H_Domyos Kit Mancuernas 20kg,nombre_H_Gaiam Premium Yoga Block,nombre_H_Liforme Yoga Pad,nombre_H_Lotuscrafts Yoga Bolster,nombre_H_Manduka PRO Yoga Mat,nombre_H_Merrell Moab 2 GTX,nombre_H_New Balance Fresh Foam X 1080v12,nombre_H_Nike Air Zoom Pegasus 40,nombre_H_Nike Dri-FIT Miler,nombre_H_Puma Velocity Nitro 2,nombre_H_Quechua MH500,nombre_H_Reebok Floatride Energy 5,nombre_H_Reebok Professional Deck,nombre_H_Salomon Speedcross 5 GTX,nombre_H_Sveltus Kettlebell 12kg,nombre_H_The North Face Borealis,nombre_H_Trek Marlin 7,categoria_H_Fitness,categoria_H_Outdoor,categoria_H_Running,categoria_H_Wellness,subcategoria_H_Banco Gimnasio,subcategoria_H_Bandas Elásticas,subcategoria_H_Bicicleta Montaña,subcategoria_H_Bloque Yoga,subcategoria_H_Cojín Yoga,subcategoria_H_Esterilla Fitness,subcategoria_H_Esterilla Yoga,subcategoria_H_Mancuernas Ajustables,subcategoria_H_Mochila Trekking,subcategoria_H_Pesa Rusa,subcategoria_H_Pesas Casa,subcategoria_H_Rodillera Yoga,subcategoria_H_Ropa Montaña,subcategoria_H_Ropa Running,subcategoria_H_Zapatillas Running,subcategoria_H_Zapatillas Trail
2025-11-01,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.22,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.01733333333333331,44.050000000000004,1.0038592508513051,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.26,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.013454545454545497,51.86666666666667,1.0461439588688946,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-11-01,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.4,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,-0.016000000000000014,23.203333333333333,1.0946703059905185,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.22,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.019500000000000073,38.52333333333333,1.0180842779267976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-01,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.0,144.39333333333335,1.0388291241516228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-01,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.0,797.9566666666666,1.0401567336572162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,95.07,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,-0.0007368421052631469,88.93333333333332,1.0690029985007496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-11-01,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.12,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.012571428571428456,67.86333333333333,1.0185176089198882,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-01,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,110.89,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,-0.008090909090909149,100.96,1.0983557844690968,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-01,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.84,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,-0.010499999999999954,74.41333333333334,1.0863644508152661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-01,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.0,130.39000000000001,0.9970089730807576,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.92,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.0039999999999998925,19.150000000000002,1.0402088772845952,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-01,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.39,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,-0.011142857142857121,32.88333333333333,1.076229092752154,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-11-01,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.57,,2025,5,11,Noviembre,1,Sábado,True,True,False,False,False,305,44,,,,,,,,,0.008599999999999941,48.14333333333334,1.0296337326040295,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.0,97.74,1.1765909555964804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.0,118.25,1.1416490486257929,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.16,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,-0.0018823529411764461,80.52999999999999,1.0574941015770523,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.57,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.019066666666666787,71.19,1.0334316617502457,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.43,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.016285714285714348,34.02,1.0120517342739563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,66.03,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,-0.015846153846153843,66.77,0.9889171783735211,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-02,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.36,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,-0.01942857142857135,69.95666666666666,1.0200600371658646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.94,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.016307692307692356,63.44333333333333,1.007828508380182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-02,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.0,373.4266666666667,1.071160781233263,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-11-02,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.0,178.88,0.978309481216458,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.72,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.00622222222222224,43.04333333333333,1.038952993107721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.47,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.009636363636363665,52.46333333333333,1.0382489357646612,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.32,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,-0.012799999999999923,24.80333333333333,1.0208305335304395,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.08,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,-0.0020000000000000018,39.56333333333333,1.0130592299266998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.0,140.4433333333333,1.0680464244179149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.0,793.0033333333332,1.0466538602191668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.44,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.016421052631579003,87.61000000000001,1.066544914964045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2025-11-02,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.11,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,-0.001571428571428557,68.55666666666667,1.0226576554674964,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-02,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.79,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,-0.01627272727272744,106.70666666666666,1.0476383856053981,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-11-02,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,79.98,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.00024999999999997247,79.06,1.011636731596256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025-11-02,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.0,123.02999999999999,1.0566528488986426,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.89,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.005499999999999949,19.263333333333332,1.032531579858107,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2025-11-02,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.59,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.011714285714285566,33.75333333333333,1.0247876752913294,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-11-02,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.15,,2025,6,11,Noviembre,2,Domingo,True,False,False,False,False,306,44,,,,,,,,,0.017000000000000015,48.623333333333335,1.0108315623500377,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,0.0,99.51333333333334,1.155624036979969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,0.0,117.83333333333333,1.1456859971711457,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.43,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,-0.01682352941176468,80.29666666666667,1.0763834115156297,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.55,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,0.019333333333333425,73.92666666666668,0.9949048606727385,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.07,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,-0.0020000000000000018,34.089999999999996,1.0287474332648872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-03,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.08,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,-0.0012307692307691465,60.47333333333333,1.0761768272516812,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-11-03,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.72,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,0.0040000000000000036,66.45,1.0492099322799096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.97,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,-0.014923076923076817,62.43666666666667,1.0565906785542682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025-11-03,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,0.0,364.87999999999994,1.0962508221881169,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-11-03,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,2025,0,11,Noviembre,3,Lunes,False,False,False,False,True,307,45,,,,,,,,,0.0,167.87333333333333,1.0424526428656526,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
